2.803418803,0.803395838
3.017094017,0.64023296
3.273504274,0.466674515
3.581196581,0.329310542
3.846153846,0.249969674
4.102564103,0.194416175
4.341880342,0.15746466
4.547008547,0.13389383
4.794871795,0.113851309
5.034188034,0.10246213
5.188034188,0.096027222
5.47008547,0.090729074
5.777777778,0.085723243
5.905982906,0.083663342
6.162393162,0.078409051
6.435897436,0.077147871
6.666666667,0.074686041
6.914529915,0.07171893
7.230769231,0.071139806
7.478632479,0.07171893
7.658119658,0.070565358
7.905982906,0.06831358
7.995726496,0.069430341
